"year","country","Biofuel Production - Daily Average","Biofuel Production - Oil Equivalent","Carbon Dioxide (CO2) Emmissions","Coal Consumption - Oil Equivalent","Coal Production","Coal Production - Oil Equivalent","Electricity Generation","Geothermal and Biomass Power Consumption","Geothermal and Biomass Power Consumption - Oil Equivalent","Geothermal Power Capacity","Hydroelectric Consumption","Hydroelectric Consumption - Oil Equivalent","Natural Gas Consumption","Natural Gas Consumption - Daily Average","Natural Gas Consumption - Oil Equivalent","Natural Gas Production","Natural Gas Production - Daily Average","Natural Gas Production - Oil Equivalent","Nuclear Power Consumption","Nuclear Power Consumption - Oil Equivalent","Oil Consumption","Oil Consumption - Daily Average","Oil Production","Oil Production - Daily Average","Oil Refinery Capacity","Oil Refinery Throughputs","Primary Energy Consumption - Oil Equivalent","Proved Natural Gas Reserves","Proved Oil Reserves","Solar Power Capacity","Solar Power Consumption","Solar Power Consumption - Oil Equivalent","Wind Power Capacity","Wind Power Consumption","Wind Power Consumption - Oil Equivalent"
1986,"Thailand",NA,NA,48.39,1.52,5.54,1.53,24.67,0,0,NA,5.56,1.26,3.62,0.35,3.26,3.62,0.35,3.26,0,0,11.32,237.24,2.04,50.38,181,NA,17.35,0.2,0.1,NA,0,0,NA,0,0
1987,"Thailand",NA,NA,58.56,2.19,6.93,1.94,28.57,0,0,NA,4.07,0.92,5.05,0.49,4.55,5.05,0.49,4.55,0,0,12.78,270.14,1.89,47.01,181,NA,20.43,0.18,0.1,NA,0,0,NA,0,0
1988,"Thailand",NA,NA,65.96,2.2,7.3,2.06,32.41,0,0,NA,3.78,0.86,6.27,0.6,5.64,6.27,0.6,5.64,0,0,14.34,300.75,2.16,53.4,181,NA,23.03,0.19,0.1,NA,0,0,NA,0,0
1989,"Thailand",NA,NA,74.8,2.62,9.01,2.62,37.35,0,0,NA,5.57,1.26,5.98,0.58,5.39,5.98,0.58,5.39,0,0,16.87,353.7,2.11,50.58,222.28,NA,26.14,0.23,0.23,NA,0,0,NA,0,0
1990,"Thailand",0,0,89.25,3.62,12.44,3.57,44.11,0,0,0.3,4.98,1.13,6.52,0.63,5.87,6.52,0.63,5.87,0,0,19.92,421.57,2.53,62.44,222.28,NA,30.53,0.22,0.26,NA,0,0,NA,0,0
1991,"Thailand",0,0,100.75,4.3,14.65,4.18,50.12,0,0,NA,4.58,1.04,8.08,0.78,7.27,8.08,0.78,7.27,0,0,21.72,458.58,2.96,74.87,222.28,NA,34.32,0.25,0.22,NA,0,0,NA,0,0
1992,"Thailand",0,0,109.68,4.56,15.41,4.44,57.03,0,0,NA,4.23,0.96,8.62,0.83,7.76,8.62,0.83,7.76,0,0,23.91,502.49,3.57,91.47,409.7,NA,37.19,0.23,0.18,NA,0,0,NA,0,0
1993,"Thailand",0,0,123.54,4.88,15.56,4.64,63.34,0,0,NA,3.7,0.84,9.71,0.94,8.73,9.71,0.94,8.73,0,0,27.27,575.18,3.71,96.21,449.9,NA,41.72,0.18,0.22,NA,0,0,NA,0,0
1994,"Thailand",0,0,138.61,5.61,17.1,5.18,71.1,0,0,NA,4.51,1.02,10.73,1.04,9.66,10.73,1.04,9.66,0,0,30.53,641.02,3.74,95.8,476.7,NA,46.82,0.17,0.23,NA,0,0,NA,0,0
1995,"Thailand",0,0,154.13,6.53,18.43,5.53,79.74,0.3,0.07,0.3,6.71,1.52,11.36,1.1,10.22,11.36,1.1,10.22,0,0,33.97,712.1,3.55,91.56,476.7,NA,52.31,0.18,0.3,NA,0,0,NA,0,0
1996,"Thailand",0,0,173.07,8.22,21.69,6.37,86.99,0.91,0.21,NA,7.34,1.66,13.13,1.27,11.82,13.13,1.27,11.82,0,0,36.74,776.88,4.09,105.08,817.5,NA,58.65,0.2,0.24,0,0,0,NA,0,0
1997,"Thailand",0,0,180.88,8.42,23.44,6.88,92.66,0.36,0.08,NA,7.2,1.63,16.16,1.56,14.55,16.16,1.56,14.55,0,0,36.94,788.86,4.85,126.19,866.5,NA,61.62,0.2,0.3,0,0,0,NA,0,0
1998,"Thailand",0,0,168.85,6.6,20,6.02,89.53,0.34,0.08,NA,5.18,1.17,17.57,1.7,15.81,17.55,1.7,15.79,0,0,34.39,741.38,5,129.51,883.5,NA,58.06,0.42,0.39,0,0,0,NA,0,0
1999,"Thailand",0,0,177.53,7.12,18.26,5.7,90.22,0.91,0.21,NA,3.54,0.8,19.23,1.86,17.31,19.22,1.86,17.3,0,0,35.41,764.71,5.45,140.45,898.5,NA,60.85,0.34,0.36,0,0,0,NA,0,0
2000,"Thailand",0,0,180.31,7.51,17.79,5.17,95.52,0.54,0.12,0.3,6.03,1.36,21.95,2.12,19.76,20.24,1.95,18.22,0,0,33.95,743.77,7.01,184.82,898.5,NA,62.69,0.36,0.51,0,0,0,NA,0,0
2001,"Thailand",0,0,184.03,8.44,19.61,5.64,100.99,0.52,0.12,0.3,6.3,1.43,24.76,2.4,22.29,19.64,1.9,17.67,0,0,32.02,716.75,7.35,195.17,1063.5,NA,64.29,0.38,0.58,0,0,0,NA,0,0
2002,"Thailand",0,0,201.41,8.86,19.6,5.69,108.44,0.72,0.16,0.3,7.47,1.69,26.9,2.6,24.21,20.53,1.99,18.47,0,0,35.66,786.71,8.07,209.93,1067.5,NA,70.59,0.44,0.69,0,0,0,NA,0,0
2003,"Thailand",0,0,215.38,9.44,18.84,5.25,115.93,1.21,0.27,0.3,7.3,1.65,28.56,2.76,25.7,21.47,2.08,19.32,0,0,38.33,843.59,9.54,244.26,1067.5,NA,75.4,0.42,0.5,0,0,0,NA,0,0
2004,"Thailand",0.06,2.84,232.22,10.36,20.06,5.61,124.13,1.35,0.31,0.3,6.04,1.37,29.89,2.88,26.9,22.37,2.16,20.13,0,0,41.7,910.99,9.33,240.93,1067.5,NA,80.64,0.35,0.53,0,0,0,NA,0,0
2005,"Thailand",1.03,51.53,244.05,11.22,20.88,5.84,130.43,1.61,0.36,0.3,5.8,1.31,32.55,3.15,29.29,23.69,2.29,21.32,0,0,42.62,942.76,11.39,296.57,1077.5,NA,84.81,0.3,0.45,0,0,0,NA,0,0
2006,"Thailand",1.6,79.88,248.95,12.41,19.07,5.33,136.77,1.54,0.35,0.3,8.12,1.84,33.3,3.22,29.97,24.32,2.35,21.89,0,0,42.16,944.01,12.51,325.09,1124.5,NA,86.73,0.33,0.46,0,0,0,NA,0,0
2007,"Thailand",2.76,137.6,258.67,14.18,18.24,5.1,142.54,1.88,0.42,0.3,8.14,1.84,35.36,3.42,31.82,25.99,2.51,23.39,0,0,41.64,942.1,13.18,341.45,1124.5,NA,89.9,0.32,0.46,0,0,0,NA,0,0
2008,"Thailand",9.89,494.03,266.17,15.32,18.1,5.06,145.44,2.71,0.61,0.3,7.11,1.61,37.37,3.61,33.64,28.79,2.78,25.91,0,0,41.22,944.39,14.03,361.52,1194.5,NA,92.4,0.34,0.45,0,0,0,NA,0,0
2009,"Thailand",12.42,618.5,279.45,15.39,17.57,4.91,145.91,3.15,0.71,0.3,7.15,1.62,39.21,3.79,35.29,30.9,2.99,27.81,0,0,44.19,1024.27,14.56,376.06,1254.5,NA,97.2,0.31,0.44,0,0.01,0,NA,0,0
2010,"Thailand",13.27,660.89,293.81,15.76,18.26,5.11,156.41,3.34,0.76,0.3,5.54,1.25,45.1,4.36,40.59,36.29,3.51,32.66,0,0,44.33,1042.56,14.85,387.78,1259.5,NA,102.7,0.3,0.44,28,0.02,0.01,NA,0,0
2011,"Thailand",14.47,720.79,304.67,15.96,21.33,5.97,151.57,3.34,0.76,0.3,8.16,1.85,46.6,4.51,41.94,37.01,3.58,33.31,0,0,46.57,1118.81,15.2,414.3,1259.5,NA,107.1,0.28,0.45,198,0.08,0.02,NA,0,0
2012,"Thailand",19.9,993.61,326.95,16.8,18.07,5.05,166.45,3.35,0.76,0.3,8.7,1.97,51.24,4.94,46.12,41.39,3.99,37.25,0,0,49.56,1190.81,16.39,450.49,1259.5,NA,115.31,0.28,0.43,387,0.46,0.1,NA,0,0
2013,"Thailand",25.12,1250.81,328.39,15.96,17.98,5.03,164.83,3.34,0.76,0.3,5.58,1.26,52.25,5.05,47.02,41.78,4.04,37.6,0,0,50.41,1211.14,16.63,458.98,1266.5,NA,115.61,0.28,0.43,704,0.86,0.19,NA,0,0
1965,"Trinidad & Tobago",NA,NA,8.59,0,NA,NA,NA,0,0,NA,0,0,1.17,0.11,1.05,NA,NA,NA,0,0,1.99,36.78,6.67,135,NA,NA,3.05,NA,NA,NA,0,0,NA,0,0
1966,"Trinidad & Tobago",NA,NA,9.06,0,NA,NA,NA,0,0,NA,0,0,1.37,0.13,1.23,NA,NA,NA,0,0,2.01,37.04,7.56,153,NA,NA,3.24,NA,NA,NA,0,0,NA,0,0
1967,"Trinidad & Tobago",NA,NA,9.65,0,NA,NA,NA,0,0,NA,0,0,1.51,0.15,1.36,NA,NA,NA,0,0,2.1,38.77,8.85,179,NA,NA,3.46,NA,NA,NA,0,0,NA,0,0
1968,"Trinidad & Tobago",NA,NA,9.94,0,NA,NA,NA,0,0,NA,0,0,1.59,0.15,1.43,NA,NA,NA,0,0,2.14,39.46,9.49,191,NA,NA,3.57,NA,NA,NA,0,0,NA,0,0
1969,"Trinidad & Tobago",NA,NA,10.3,0,NA,NA,NA,0,0,NA,0,0,1.6,0.15,1.44,NA,NA,NA,0,0,2.26,41.63,7.78,157,NA,NA,3.69,NA,NA,NA,0,0,NA,0,0
1970,"Trinidad & Tobago",NA,NA,10.98,0,NA,NA,NA,0,0,NA,0,0,1.83,0.18,1.64,1.83,0.18,1.64,0,0,2.32,42.77,6.93,140,NA,NA,3.96,NA,NA,NA,0,0,NA,0,0
1971,"Trinidad & Tobago",NA,NA,10.7,0,NA,NA,NA,0.04,0.01,NA,0,0,1.78,0.17,1.6,1.78,0.17,1.6,0,0,2.26,41.86,6.39,129,NA,NA,3.87,NA,NA,NA,0,0,NA,0,0
1972,"Trinidad & Tobago",NA,NA,15.34,0,NA,NA,NA,0.04,0.01,NA,0,0,1.84,0.18,1.66,1.84,0.18,1.66,0,0,3.73,67.29,7,141,NA,NA,5.4,NA,NA,NA,0,0,NA,0,0
1973,"Trinidad & Tobago",NA,NA,15.25,0,NA,NA,NA,0.03,0.01,NA,0,0,1.77,0.17,1.59,1.77,0.17,1.59,0,0,3.75,68.27,8.22,166,NA,NA,5.35,NA,NA,NA,0,0,NA,0,0
1974,"Trinidad & Tobago",NA,NA,14.77,0,NA,NA,NA,0.02,0.01,NA,0,0,1.61,0.16,1.45,1.61,0.16,1.45,0,0,3.7,67.35,9.26,187,NA,NA,5.16,NA,NA,NA,0,0,NA,0,0
1975,"Trinidad & Tobago",NA,NA,11.76,0,NA,NA,NA,0.02,0.01,NA,0,0,1.47,0.14,1.32,1.47,0.14,1.32,0,0,2.82,52.19,10.7,216,NA,NA,4.15,NA,NA,NA,0,0,NA,0,0
1976,"Trinidad & Tobago",NA,NA,13.25,0,NA,NA,NA,0.02,0,NA,0,0,1.65,0.16,1.49,1.65,0.16,1.49,0,0,3.18,58.26,10.53,212,NA,NA,4.67,NA,NA,NA,0,0,NA,0,0
1977,"Trinidad & Tobago",NA,NA,13.62,0,NA,NA,NA,0.02,0.01,NA,0,0,1.94,0.19,1.75,1.94,0.19,1.75,0,0,3.1,57.17,11.34,229,NA,NA,4.85,NA,NA,NA,0,0,NA,0,0
1978,"Trinidad & Tobago",NA,NA,13.41,0,NA,NA,NA,0.03,0.01,NA,0,0,2.32,0.22,2.09,2.32,0.22,2.09,0,0,2.77,52.17,11.39,230,NA,NA,4.87,NA,NA,NA,0,0,NA,0,0
1979,"Trinidad & Tobago",NA,NA,11.86,0,NA,NA,NA,0.03,0.01,NA,0,0,2.53,0.24,2.28,2.53,0.24,2.28,0,0,2.12,40.48,10.6,214,NA,NA,4.41,NA,NA,NA,0,0,NA,0,0
1980,"Trinidad & Tobago",NA,NA,10.96,0,NA,NA,NA,0.03,0.01,NA,0,0,2.76,0.27,2.48,2.76,0.27,2.48,0,0,1.67,32.45,10.53,212,NA,NA,4.16,0.3,0.57,NA,0,0,NA,0,0
1981,"Trinidad & Tobago",NA,NA,11.19,0,NA,NA,NA,0.02,0,NA,0,0,2.89,0.28,2.6,2.89,0.28,2.6,0,0,1.65,32.35,9.36,189,NA,NA,4.26,0.34,0.57,NA,0,0,NA,0,0
1982,"Trinidad & Tobago",NA,NA,13.12,0,NA,NA,NA,0.02,0,NA,0,0,3.54,0.34,3.19,3.54,0.34,3.19,0,0,1.84,35.63,8.77,177,NA,NA,5.03,0.33,0.63,NA,0,0,NA,0,0
1983,"Trinidad & Tobago",NA,NA,13.22,0,NA,NA,NA,0.02,0,NA,0,0,3.95,0.38,3.56,3.95,0.38,3.56,0,0,1.58,31.45,7.92,160,NA,NA,5.14,0.32,0.54,NA,0,0,NA,0,0
1984,"Trinidad & Tobago",NA,NA,12.86,0,NA,NA,NA,0.01,0,NA,0,0,4.12,0.4,3.71,4.12,0.4,3.71,0,0,1.35,27.54,8.44,170,NA,NA,5.06,0.31,0.57,NA,0,0,NA,0,0
1985,"Trinidad & Tobago",NA,NA,13.12,0,NA,NA,3.03,0.02,0,NA,0,0,4.12,0.4,3.71,4.12,0.4,3.71,0,0,1.44,29,8.64,176,NA,NA,5.15,0.32,0.61,NA,0,0,NA,0,0
1986,"Trinidad & Tobago",NA,NA,13.97,0,NA,NA,3.31,0.03,0.01,NA,0,0,4.34,0.42,3.91,4.34,0.42,3.91,0,0,1.56,30.99,8.3,169,NA,NA,5.47,0.31,0.56,NA,0,0,NA,0,0
1987,"Trinidad & Tobago",NA,NA,12.65,0,NA,NA,3.5,0.03,0.01,NA,0,0,4.5,0.44,4.05,4.5,0.44,4.05,0,0,1.02,21.47,7.61,155,NA,NA,5.08,0.3,0.62,NA,0,0,NA,0,0
1988,"Trinidad & Tobago",NA,NA,13.54,0,NA,NA,3.5,0.03,0.01,NA,0,0,5.07,0.49,4.56,5.07,0.49,4.56,0,0,0.92,19.86,7.44,151,NA,NA,5.49,0.29,0.61,NA,0,0,NA,0,0
1989,"Trinidad & Tobago",NA,NA,13.2,0,NA,NA,3.44,0.03,0.01,NA,0,0,5.12,0.49,4.6,5.12,0.49,4.6,0,0,0.78,16.82,7.34,149,NA,NA,5.39,0.29,0.62,NA,0,0,NA,0,0
1990,"Trinidad & Tobago",NA,NA,15.02,0,NA,NA,3.58,0.03,0.01,NA,0,0,5.27,0.51,4.74,5.27,0.51,4.74,0,0,1.26,25.36,7.37,150,NA,NA,6.02,0.25,0.6,NA,0,0,NA,0,0
1991,"Trinidad & Tobago",NA,NA,15.67,0,NA,NA,3.72,0.03,0.01,NA,0,0,5.7,0.55,5.13,5.7,0.55,5.13,0,0,1.18,24.08,7.24,149,NA,NA,6.32,0.24,0.57,NA,0,0,NA,0,0
1992,"Trinidad & Tobago",NA,NA,16.87,0,NA,NA,3.98,0.03,0.01,NA,0,0,5.5,0.53,4.95,5.5,0.53,4.95,0,0,1.71,33.18,6.95,144,NA,NA,6.67,0.23,0.54,NA,0,0,NA,0,0
1993,"Trinidad & Tobago",NA,NA,17.61,0,NA,NA,3.82,0.03,0.01,NA,0,0,6.17,0.6,5.55,6.17,0.6,5.55,0,0,1.49,29.08,6.45,134,NA,NA,7.05,0.23,0.56,NA,0,0,NA,0,0
1994,"Trinidad & Tobago",NA,NA,18.38,0,NA,NA,4.07,0.03,0.01,NA,0,0,7.07,0.68,6.36,7.07,0.68,6.36,0,0,1.12,22.65,6.76,141,NA,NA,7.49,0.29,0.56,NA,0,0,NA,0,0
1995,"Trinidad & Tobago",NA,NA,19.99,0,NA,NA,4.31,0.03,0.01,NA,0,0,7.59,0.73,6.83,7.59,0.73,6.83,0,0,1.28,25.7,6.74,142,NA,NA,8.12,0.35,0.66,NA,0,0,NA,0,0
1996,"Trinidad & Tobago",NA,NA,22.7,0,NA,NA,4.54,0.02,0,NA,0,0,8.57,0.83,7.71,8.57,0.83,7.71,0,0,1.49,29.31,6.68,141,NA,NA,9.21,0.46,0.72,NA,0,0,NA,0,0
1997,"Trinidad & Tobago",NA,NA,21.41,0,NA,NA,4.99,0.02,0,NA,0,0,9.3,0.9,8.37,9.3,0.9,8.37,0,0,0.57,13.64,6.44,135,NA,NA,8.94,0.52,0.71,NA,0,0,NA,0,0
1998,"Trinidad & Tobago",NA,NA,22.67,0,NA,NA,5.17,0.02,0,NA,0,0,9.3,0.9,8.37,9.3,0.9,8.37,0,0,0.98,20.99,6.4,134,NA,NA,9.35,0.56,0.74,NA,0,0,NA,0,0
1999,"Trinidad & Tobago",NA,NA,25.61,0,NA,NA,5.25,0.02,0,NA,0,0,9.54,0.92,8.59,11.73,1.13,10.56,0,0,1.77,35.24,6.64,141,NA,NA,10.36,0.61,0.82,NA,0,0,NA,0,0
2000,"Trinidad & Tobago",NA,NA,24.84,0,NA,NA,5.46,0.02,0,NA,0,0,9.74,0.94,8.77,15.53,1.5,13.97,0,0,1.38,27.96,6.9,138.99,NA,NA,10.16,0.56,0.85,NA,0,0,NA,0,0
2001,"Trinidad & Tobago",NA,NA,27.58,0,NA,NA,5.64,0.03,0.01,NA,0,0,11.17,1.08,10.05,16.56,1.6,14.9,0,0,1.3,26.52,6.89,139.03,NA,NA,11.35,0.58,0.96,NA,0,0,NA,0,0
2002,"Trinidad & Tobago",NA,NA,29.21,0,NA,NA,5.64,0.03,0.01,NA,0,0,12.01,1.16,10.81,19.26,1.86,17.33,0,0,1.25,25.52,7.96,160.73,NA,NA,12.06,0.59,1.13,NA,0,0,NA,0,0
2003,"Trinidad & Tobago",NA,NA,31.75,0,NA,NA,6.44,0.01,0,NA,0,0,13.36,1.29,12.02,27,2.61,24.3,0,0,1.15,23.82,8.68,175.22,NA,NA,13.17,0.53,0.89,NA,0,0,NA,0,0
2004,"Trinidad & Tobago",NA,NA,34.99,0,NA,NA,6.43,0.02,0.01,NA,0,0,14.78,1.43,13.3,30.2,2.91,27.18,0,0,1.22,25.22,8.19,164.87,NA,NA,14.53,0.53,0.81,NA,0,0,NA,0,0
2005,"Trinidad & Tobago",NA,NA,38.25,0,NA,NA,7.06,0.02,0.01,NA,0,0,16.31,1.58,14.68,33.05,3.2,29.74,0,0,1.23,25.7,8.96,180.82,NA,NA,15.92,0.53,0.8,NA,0,0,NA,0,0
2006,"Trinidad & Tobago",NA,NA,49.07,0,NA,NA,6.9,0.03,0.01,NA,0,0,21.19,2.05,19.07,40.13,3.88,36.12,0,0,1.39,29.13,9.57,193.16,NA,NA,20.47,0.48,0.79,NA,0,0,NA,0,0
2007,"Trinidad & Tobago",NA,NA,51.45,0,NA,NA,7.68,0.02,0,NA,0,0,21.94,2.12,19.74,42.21,4.08,37.99,0,0,1.65,33.86,8.24,166.47,NA,NA,21.4,0.48,0.87,NA,0,0,NA,0,0
2008,"Trinidad & Tobago",NA,NA,50.65,0,NA,NA,7.68,0.02,0,NA,0,0,21.32,2.06,19.19,41.97,4.05,37.77,0,0,1.82,37.06,8.66,174.36,NA,NA,21.01,0.44,0.83,NA,0,0,NA,0,0
2009,"Trinidad & Tobago",NA,NA,52.14,0,NA,NA,7.74,0.02,0,NA,0,0,22.17,2.14,19.95,43.62,4.22,39.26,0,0,1.72,35.35,7.59,153.31,NA,NA,21.67,0.41,0.83,NA,0,0,NA,0,0
2010,"Trinidad & Tobago",NA,NA,54.84,0,NA,NA,8.48,0.02,0,NA,0,0,23.18,2.24,20.86,44.76,4.33,40.28,0,0,1.9,38.81,7.35,148.42,NA,NA,22.77,0.38,0.83,NA,0,0,NA,0,0
2011,"Trinidad & Tobago",NA,NA,54.1,0,NA,NA,8.87,0.02,0,NA,0,0,23.09,2.23,20.78,42.89,4.15,38.6,0,0,1.72,35.26,6.93,139.9,NA,NA,22.51,0.38,0.83,NA,0,0,NA,0,0
2012,"Trinidad & Tobago",NA,NA,52.32,0,NA,NA,7.84,0.02,0,NA,0,0,22.22,2.14,20,42.73,4.12,38.45,0,0,1.74,35.31,5.96,119.98,NA,NA,21.75,0.38,0.83,NA,0,0,NA,0,0
2013,"Trinidad & Tobago",NA,NA,53.04,0,NA,NA,7.9,0.02,0,NA,0,0,22.41,2.17,20.17,42.84,4.14,38.55,0,0,1.85,37.76,5.87,118.49,NA,NA,22.02,0.35,0.83,NA,0,0,NA,0,0
1965,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,16.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24,47.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.19,67.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71,78.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15,87.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.11,86.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.98,83.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88,81.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.14,87.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.61,97.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71,77.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,90.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.94,104.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.54,116.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.63,118.23,NA,NA,NA,NA,2.18,NA,NA,NA,NA,NA,NA
1981,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.41,113.92,NA,NA,NA,NA,2.49,NA,NA,NA,NA,NA,NA
1982,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15,108.42,NA,NA,NA,NA,2.45,NA,NA,NA,NA,NA,NA
1983,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.53,116.55,NA,NA,NA,NA,2.52,NA,NA,NA,NA,NA,NA
1984,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.48,115.14,NA,NA,NA,NA,1.82,NA,NA,NA,NA,NA,NA
1985,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.41,113.94,NA,NA,NA,NA,1.78,NA,NA,NA,NA,NA,NA
1986,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,110.61,NA,NA,NA,NA,1.75,NA,NA,NA,NA,NA,NA
1987,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.01,105.62,NA,NA,NA,NA,1.73,NA,NA,NA,NA,NA,NA
1988,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.94,103.89,NA,NA,NA,NA,1.79,NA,NA,NA,NA,NA,NA
1989,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.96,104.71,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA
1990,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.54,95.8,NA,NA,NA,NA,1.74,NA,NA,NA,NA,NA,NA
1991,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.23,110.3,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA
1992,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.22,109.91,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA
1993,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.67,98.68,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA
1994,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,92.82,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA
1995,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,89.65,NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA
1996,"Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.21,88.74,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA
